date,product_id,category,region,inventory_level,units_sold,units_ordered,price,discount,weather_condition,promotion,competitor_pricing,seasonality,epidemic,demand
2025-01-22,SKU-002,Snacks,North,56.7,25.5,52.9,3.2,0,Cloudy,0,3.3,Winter,0,25.1
2025-01-22,SKU-003,Dairy,North,34.0,22.0,27.6,3.6,10,Rainy,1,4.1,Winter,0,18.9
2025-01-23,SKU-001,Beverages,South,86.7,29.3,76.0,2.5,0,Cloudy,0,2.6,Winter,0,30.3
2025-01-23,SKU-002,Snacks,South,46.9,20.5,52.0,3.2,0,Sunny,0,3.3,Winter,0,19.8
2025-01-23,SKU-003,Dairy,South,13.2,25.6,30.6,3.6,10,Sunny,1,4.1,Winter,0,22.7
2025-01-24,SKU-001,Beverages,North,66.2,45.2,84.1,2.5,0,Rainy,0,2.6,Winter,0,45.3
2025-01-24,SKU-002,Snacks,North,42.4,24.6,48.2,3.2,0,Cloudy,0,3.3,Winter,0,24.4
2025-01-24,SKU-003,Dairy,North,28.4,21.2,32.4,3.6,10,Cloudy,1,4.1,Winter,0,21.1
2025-01-25,SKU-001,Beverages,North,79.0,36.6,78.0,2.5,0,Sunny,0,2.6,Winter,0,36.9
2025-01-25,SKU-002,Snacks,South,51.1,23.9,48.7,3.2,0,Rainy,0,3.3,Winter,0,21.3
2025-01-25,SKU-003,Dairy,South,28.0,19.0,34.0,4.0,0,Cloudy,0,4.1,Winter,0,18.9
2025-01-26,SKU-001,Beverages,South,70.9,50.1,80.1,2.5,0,Rainy,0,2.6,Winter,0,47.3
2025-01-26,SKU-002,Snacks,North,58.2,18.6,55.2,3.2,0,Sunny,0,3.3,Winter,0,22.7
2025-01-26,SKU-003,Dairy,North,32.6,17.2,31.9,4.0,0,Rainy,0,4.1,Winter,0,20.0
2025-01-27,SKU-001,Beverages,South,74.3,46.3,78.6,2.25,10,Rainy,1,2.6,Winter,0,46.4
2025-01-27,SKU-002,Snacks,North,40.4,23.7,56.1,3.2,0,Cloudy,0,3.3,Winter,0,22.3
2025-01-27,SKU-003,Dairy,South,33.3,15.4,29.1,4.0,0,Cloudy,0,4.1,Winter,0,14.3
2025-01-28,SKU-001,Beverages,North,71.1,44.9,78.3,2.5,0,Sunny,0,2.6,Winter,0,44.2
2025-01-28,SKU-002,Snacks,South,55.0,20.3,43.2,3.2,0,Sunny,0,3.3,Winter,0,19.3
2025-01-28,SKU-003,Dairy,South,34.8,14.5,28.1,4.0,0,Sunny,0,4.1,Winter,0,16.3
2025-01-29,SKU-001,Beverages,South,87.3,44.6,79.1,2.5,0,Cloudy,0,2.6,Winter,0,44.0
2025-01-29,SKU-002,Snacks,North,52.6,26.7,47.0,3.2,0,Cloudy,0,3.3,Winter,0,26.4
2025-01-29,SKU-003,Dairy,North,23.5,17.4,27.3,4.0,0,Sunny,0,4.1,Winter,0,15.6
2025-01-30,SKU-001,Beverages,South,64.6,51.5,78.9,2.5,0,Sunny,0,2.6,Winter,0,51.1
2025-01-30,SKU-002,Snacks,North,52.1,18.5,50.0,3.2,0,Cloudy,0,3.3,Winter,0,19.3
2025-01-30,SKU-003,Dairy,South,19.1,24.0,28.0,4.0,0,Rainy,0,4.1,Winter,0,21.2
2025-01-31,SKU-001,Beverages,North,70.1,50.0,80.4,2.25,10,Sunny,1,2.6,Winter,0,48.8
2025-01-31,SKU-002,Snacks,South,50.4,22.7,48.8,3.2,0,Rainy,0,3.3,Winter,0,25.2
2025-01-31,SKU-003,Dairy,North,27.5,18.7,30.8,4.0,0,Sunny,0,4.1,Winter,0,16.9
2025-02-01,SKU-001,Beverages,South,80.0,50.2,84.9,2.5,0,Cloudy,0,2.6,Winter,0,49.1
2025-02-01,SKU-002,Snacks,South,47.2,25.5,49.1,3.2,0,Rainy,0,3.3,Winter,0,24.2
2025-02-01,SKU-003,Dairy,North,44.1,14.8,25.2,4.0,0,Sunny,0,4.1,Winter,0,16.6
2025-02-02,SKU-001,Beverages,South,64.2,52.8,82.3,2.5,0,Sunny,0,2.6,Winter,0,56.7
2025-02-02,SKU-002,Snacks,South,40.8,25.4,46.9,3.2,0,Sunny,0,3.3,Winter,0,27.4
2025-02-02,SKU-003,Dairy,North,22.5,23.3,30.3,3.6,10,Cloudy,1,4.1,Winter,0,20.3
2025-02-03,SKU-001,Beverages,South,72.4,50.5,81.5,2.5,0,Sunny,0,2.6,Winter,0,47.3
2025-02-03,SKU-002,Snacks,North,52.3,25.9,46.1,3.2,0,Rainy,0,3.3,Winter,0,26.6
2025-02-03,SKU-003,Dairy,South,35.9,17.9,28.8,4.0,0,Cloudy,0,4.1,Winter,0,16.0
2025-02-04,SKU-001,Beverages,North,88.0,33.6,79.3,2.5,0,Cloudy,0,2.6,Winter,0,30.6
2025-02-04,SKU-002,Snacks,North,45.5,22.1,53.4,3.2,0,Cloudy,0,3.3,Winter,0,19.2
2025-02-04,SKU-003,Dairy,North,17.1,25.5,31.2,3.6,10,Sunny,1,4.1,Winter,0,25.5
2025-02-05,SKU-001,Beverages,South,85.1,42.4,81.2,2.5,0,Cloudy,0,2.6,Winter,0,41.7
2025-02-05,SKU-002,Snacks,North,55.1,26.3,48.7,3.2,0,Sunny,0,3.3,Winter,0,28.2
2025-02-05,SKU-003,Dairy,North,33.0,19.0,33.0,4.0,0,Rainy,0,4.1,Winter,0,19.9
2025-02-06,SKU-001,Beverages,South,76.7,37.4,78.0,2.5,0,Cloudy,0,2.6,Winter,0,38.4
2025-02-06,SKU-002,Snacks,North,45.4,33.9,47.2,3.2,0,Cloudy,0,3.3,Winter,0,28.7
2025-02-06,SKU-003,Dairy,South,15.0,27.0,33.9,3.6,10,Sunny,1,4.1,Winter,0,25.8
2025-02-07,SKU-001,Beverages,South,70.7,46.2,78.5,2.5,0,Rainy,0,2.6,Winter,0,46.0
2025-02-07,SKU-002,Snacks,North,45.3,21.2,54.6,3.2,0,Sunny,0,3.3,Winter,0,23.4
2025-02-07,SKU-003,Dairy,South,23.0,17.0,25.0,4.0,0,Sunny,0,4.1,Winter,0,18.2
2025-02-08,SKU-001,Beverages,North,58.6,59.7,85.0,2.25,10,Cloudy,1,2.6,Winter,0,58.1
2025-02-08,SKU-002,Snacks,North,33.5,28.0,49.8,3.2,0,Sunny,0,3.3,Winter,0,27.4
2025-02-08,SKU-003,Dairy,South,22.1,23.3,25.5,4.0,0,Sunny,0,4.1,Winter,0,21.0
2025-02-09,SKU-001,Beverages,South,58.5,54.8,80.4,2.25,10,Cloudy,1,2.6,Winter,0,57.0
2025-02-09,SKU-002,Snacks,North,44.0,28.2,53.4,3.2,0,Rainy,0,3.3,Winter,0,28.2
2025-02-09,SKU-003,Dairy,South,21.0,15.7,32.1,4.0,0,Cloudy,0,4.1,Winter,0,16.8
2025-02-10,SKU-001,Beverages,South,96.5,31.5,79.9,2.5,0,Sunny,0,2.6,Winter,0,29.3
2025-02-10,SKU-002,Snacks,South,50.9,28.3,46.0,3.2,0,Sunny,0,3.3,Winter,0,28.7
2025-02-10,SKU-003,Dairy,North,34.6,16.5,23.5,4.0,0,Cloudy,0,4.1,Winter,0,18.0
2025-02-11,SKU-001,Beverages,North,75.1,45.6,82.9,2.5,0,Rainy,0,2.6,Winter,0,45.9
2025-02-11,SKU-002,Snacks,South,44.7,28.5,53.5,3.2,0,Sunny,0,3.3,Winter,0,28.4
2025-02-11,SKU-003,Dairy,South,35.3,11.4,26.2,4.0,0,Rainy,0,4.1,Winter,0,13.2
2025-02-12,SKU-001,Beverages,South,59.7,58.0,83.3,2.25,10,Cloudy,1,2.6,Winter,0,55.9
2025-02-12,SKU-002,Snacks,South,52.7,27.1,48.9,3.2,0,Cloudy,0,3.3,Winter,0,23.6
2025-02-12,SKU-003,Dairy,South,24.7,21.7,30.1,3.6,10,Cloudy,1,4.1,Winter,0,20.9
2025-02-13,SKU-001,Beverages,South,81.1,43.2,83.2,2.5,0,Sunny,0,2.6,Winter,0,43.3
2025-02-13,SKU-002,Snacks,South,51.8,28.7,53.5,3.2,0,Rainy,0,3.3,Winter,0,29.1
2025-02-13,SKU-003,Dairy,South,23.6,20.7,28.0,3.6,10,Rainy,1,4.1,Winter,0,22.6
2025-02-14,SKU-001,Beverages,South,70.4,49.1,86.9,2.5,0,Rainy,0,2.6,Winter,0,47.1
2025-02-14,SKU-002,Snacks,South,38.1,27.6,47.0,2.88,10,Rainy,1,3.3,Winter,0,30.1
2025-02-14,SKU-003,Dairy,South,33.1,16.0,29.6,4.0,0,Cloudy,0,4.1,Winter,0,17.5
2025-02-15,SKU-001,Beverages,North,66.0,45.3,79.6,2.5,0,Cloudy,0,2.6,Winter,0,40.0
2025-02-15,SKU-002,Snacks,South,46.0,26.6,56.9,3.2,0,Sunny,0,3.3,Winter,0,26.4
2025-02-15,SKU-003,Dairy,North,19.7,20.6,36.9,4.0,0,Cloudy,0,4.1,Winter,0,17.1
2025-02-16,SKU-001,Beverages,South,73.4,51.5,78.2,2.5,0,Sunny,0,2.6,Winter,0,49.6
2025-02-16,SKU-002,Snacks,North,48.9,29.6,53.9,3.2,0,Sunny,0,3.3,Winter,0,28.3
2025-02-16,SKU-003,Dairy,North,26.4,20.0,32.2,4.0,0,Cloudy,0,4.1,Winter,0,19.0
2025-02-17,SKU-001,Beverages,North,51.1,62.6,87.8,2.25,10,Cloudy,1,2.6,Winter,0,62.2
2025-02-17,SKU-002,Snacks,South,47.3,26.7,47.1,3.2,0,Sunny,0,3.3,Winter,0,24.6
2025-02-17,SKU-003,Dairy,South,38.6,17.3,31.0,4.0,0,Rainy,0,4.1,Winter,0,17.3
2025-02-18,SKU-001,Beverages,South,77.6,42.8,83.0,2.5,0,Rainy,0,2.6,Winter,0,43.4
2025-02-18,SKU-002,Snacks,North,58.1,27.2,51.5,3.2,0,Sunny,0,3.3,Winter,0,28.0
2025-02-18,SKU-003,Dairy,South,19.9,19.6,22.9,4.0,0,Rainy,0,4.1,Winter,0,17.8
2025-02-19,SKU-001,Beverages,South,84.3,48.7,78.0,2.5,0,Cloudy,0,2.6,Winter,0,46.6
2025-02-19,SKU-002,Snacks,South,44.2,26.5,52.4,3.2,0,Cloudy,0,3.3,Winter,0,27.8
2025-02-19,SKU-003,Dairy,South,17.2,18.1,26.4,4.0,0,Cloudy,0,4.1,Winter,0,19.0
2025-02-20,SKU-001,Beverages,South,58.7,65.5,80.6,2.25,10,Rainy,1,2.6,Winter,0,65.9
2025-02-20,SKU-002,Snacks,North,43.9,30.5,48.5,3.2,0,Sunny,0,3.3,Winter,0,29.5
2025-02-20,SKU-003,Dairy,North,20.5,18.3,31.7,4.0,0,Sunny,0,4.1,Winter,0,15.9
2025-02-21,SKU-001,Beverages,South,63.7,67.5,78.0,2.25,10,Sunny,1,2.6,Winter,0,68.6
2025-02-21,SKU-002,Snacks,South,25.5,38.3,47.4,3.2,0,Cloudy,0,3.3,Winter,0,34.7
2025-02-21,SKU-003,Dairy,South,27.0,18.7,30.7,4.0,0,Rainy,0,4.1,Winter,0,18.0
2025-02-22,SKU-001,Beverages,North,83.6,36.6,78.1,2.5,0,Sunny,0,2.6,Winter,0,38.1
2025-02-22,SKU-002,Snacks,North,52.1,27.5,50.1,3.2,0,Cloudy,0,3.3,Winter,0,27.0
2025-02-22,SKU-003,Dairy,North,23.2,22.6,35.2,4.0,0,Sunny,0,4.1,Winter,0,18.9
2025-02-23,SKU-001,Beverages,North,83.6,41.7,83.5,2.5,0,Cloudy,0,2.6,Winter,0,43.6
2025-02-23,SKU-002,Snacks,North,44.7,29.4,50.4,3.2,0,Cloudy,0,3.3,Winter,0,29.7
2025-02-23,SKU-003,Dairy,South,24.3,21.6,30.1,4.0,0,Sunny,0,4.1,Winter,0,20.9
2025-02-24,SKU-001,Beverages,North,75.7,45.5,84.7,2.5,0,Rainy,0,2.6,Winter,0,45.2
2025-02-24,SKU-002,Snacks,North,40.5,31.7,51.5,3.2,0,Rainy,0,3.3,Winter,0,31.3
2025-02-24,SKU-003,Dairy,North,13.4,22.6,32.9,3.6,10,Rainy,1,4.1,Winter,0,23.8
2025-02-25,SKU-001,Beverages,North,75.0,46.9,78.4,2.5,0,Cloudy,0,2.6,Winter,0,43.1
2025-02-25,SKU-002,Snacks,South,49.0,29.7,53.2,3.2,0,Rainy,0,3.3,Winter,0,27.4
2025-02-25,SKU-003,Dairy,North,20.0,18.9,29.5,4.0,0,Cloudy,0,4.1,Winter,0,19.0
2025-02-26,SKU-001,Beverages,North,74.9,50.7,83.9,2.5,0,Cloudy,0,2.6,Winter,0,51.7
2025-02-26,SKU-002,Snacks,North,28.9,40.0,55.0,2.88,10,Sunny,1,3.3,Winter,0,39.5
2025-02-26,SKU-003,Dairy,South,28.8,12.6,28.0,4.0,0,Sunny,0,4.1,Winter,0,15.0
2025-02-27,SKU-001,Beverages,South,62.2,51.7,80.5,2.5,0,Sunny,0,2.6,Winter,0,52.4
2025-02-27,SKU-002,Snacks,South,31.1,42.1,50.1,2.88,10,Sunny,1,3.3,Winter,0,40.6
2025-02-27,SKU-003,Dairy,North,16.6,21.3,31.8,4.0,0,Sunny,0,4.1,Winter,0,20.3
2025-02-28,SKU-001,Beverages,South,82.1,42.3,74.8,2.5,0,Cloudy,0,2.6,Winter,0,42.4
2025-02-28,SKU-002,Snacks,South,37.5,35.2,42.7,2.88,10,Cloudy,1,3.3,Winter,0,37.6
2025-02-28,SKU-003,Dairy,South,18.4,21.8,29.9,4.0,0,Sunny,0,4.1,Winter,0,20.3
2025-03-01,SKU-001,Beverages,South,82.5,45.0,82.6,2.5,0,Rainy,0,2.6,Winter,0,44.9
2025-03-01,SKU-002,Snacks,South,36.7,33.3,49.2,3.2,0,Cloudy,0,3.3,Winter,0,33.1
2025-03-01,SKU-003,Dairy,South,31.2,20.7,32.8,4.0,0,Rainy,0,4.1,Winter,0,19.6
2025-03-02,SKU-001,Beverages,North,64.6,58.8,81.2,2.5,0,Rainy,0,2.6,Winter,0,55.8
2025-03-02,SKU-002,Snacks,North,47.7,33.9,50.6,3.2,0,Rainy,0,3.3,Winter,0,31.3
2025-03-02,SKU-003,Dairy,South,21.3,20.5,28.5,4.0,0,Sunny,0,4.1,Winter,0,21.4
2025-03-03,SKU-001,Beverages,North,81.8,40.8,78.3,2.5,0,Cloudy,0,2.6,Winter,0,44.9
2025-03-03,SKU-002,Snacks,South,48.3,26.9,50.4,3.2,0,Rainy,0,3.3,Winter,0,24.5
2025-03-03,SKU-003,Dairy,North,29.8,13.9,25.0,4.0,0,Rainy,0,4.1,Winter,0,16.7
2025-03-04,SKU-001,Beverages,North,46.4,67.4,75.6,2.25,10,Rainy,1,2.6,Winter,0,68.0
2025-03-04,SKU-002,Snacks,North,46.5,36.4,45.4,2.88,10,Cloudy,1,3.3,Winter,0,32.4
2025-03-04,SKU-003,Dairy,North,22.4,18.1,25.9,3.6,10,Cloudy,1,4.1,Winter,0,19.3
2025-03-05,SKU-001,Beverages,North,60.7,57.0,84.2,2.5,0,Rainy,0,2.6,Winter,0,55.4
2025-03-05,SKU-002,Snacks,North,40.4,30.1,49.6,3.2,0,Sunny,0,3.3,Winter,0,30.7
2025-03-05,SKU-003,Dairy,South,33.2,13.1,27.9,4.0,0,Sunny,0,4.1,Winter,0,12.6
2025-03-06,SKU-001,Beverages,North,64.9,63.7,84.6,2.25,10,Sunny,1,2.6,Winter,0,66.2
2025-03-06,SKU-002,Snacks,South,44.9,30.5,46.2,3.2,0,Rainy,0,3.3,Winter,0,31.1
2025-03-06,SKU-003,Dairy,South,37.5,15.0,32.6,4.0,0,Rainy,0,4.1,Winter,0,17.3
2025-03-07,SKU-001,Beverages,North,68.2,49.5,85.4,2.5,0,Cloudy,0,2.6,Winter,0,45.3
2025-03-07,SKU-002,Snacks,South,31.8,37.0,51.9,2.88,10,Sunny,1,3.3,Winter,0,37.4
2025-03-07,SKU-003,Dairy,South,21.4,19.2,34.8,3.6,10,Rainy,1,4.1,Winter,0,23.2
2025-03-08,SKU-001,Beverages,North,53.0,67.7,75.0,2.25,10,Cloudy,1,2.6,Winter,0,67.0
2025-03-08,SKU-002,Snacks,South,39.7,31.6,51.5,3.2,0,Sunny,0,3.3,Winter,0,33.7
2025-03-08,SKU-003,Dairy,North,24.3,20.2,29.9,4.0,0,Rainy,0,4.1,Winter,0,16.3
2025-03-09,SKU-001,Beverages,South,70.3,50.7,79.2,2.5,0,Sunny,0,2.6,Winter,0,48.6
2025-03-09,SKU-002,Snacks,South,43.6,36.4,49.2,3.2,0,Sunny,0,3.3,Winter,0,32.8
2025-03-09,SKU-003,Dairy,South,20.8,15.7,27.2,4.0,0,Rainy,0,4.1,Winter,0,16.4
2025-03-10,SKU-001,Beverages,North,69.2,51.4,76.9,2.5,0,Sunny,0,2.6,Winter,0,52.2
2025-03-10,SKU-002,Snacks,North,32.7,37.8,54.7,3.2,0,Sunny,0,3.3,Winter,0,34.7
2025-03-10,SKU-003,Dairy,South,29.4,16.5,27.9,4.0,0,Rainy,0,4.1,Winter,0,12.9
2025-03-11,SKU-001,Beverages,North,69.6,50.7,83.4,2.5,0,Rainy,0,2.6,Winter,0,47.5
2025-03-11,SKU-002,Snacks,North,50.1,36.5,52.2,2.88,10,Cloudy,1,3.3,Winter,0,38.9
2025-03-11,SKU-003,Dairy,North,20.9,18.0,28.6,4.0,0,Sunny,0,4.1,Winter,0,17.2
2025-03-12,SKU-001,Beverages,South,84.8,45.4,80.8,2.5,0,Sunny,0,2.6,Winter,0,47.3
2025-03-12,SKU-002,Snacks,South,48.1,23.3,54.7,3.2,0,Sunny,0,3.3,Winter,0,22.5
2025-03-12,SKU-003,Dairy,North,29.4,17.2,31.2,4.0,0,Cloudy,0,4.1,Winter,0,17.5
2025-03-13,SKU-001,Beverages,South,72.6,46.7,82.4,2.5,0,Rainy,0,2.6,Winter,0,48.5
2025-03-13,SKU-002,Snacks,South,48.6,27.7,56.8,3.2,0,Sunny,0,3.3,Winter,0,27.6
2025-03-13,SKU-003,Dairy,North,22.4,16.4,27.9,4.0,0,Sunny,0,4.1,Winter,0,15.5
2025-03-14,SKU-001,Beverages,North,64.0,52.7,80.8,2.5,0,Rainy,0,2.6,Winter,0,51.8
2025-03-14,SKU-002,Snacks,North,48.7,25.9,53.3,3.2,0,Sunny,0,3.3,Winter,0,25.3
2025-03-14,SKU-003,Dairy,South,30.1,17.7,26.4,4.0,0,Sunny,0,4.1,Winter,0,18.0
2025-03-15,SKU-001,Beverages,South,71.1,52.3,75.4,2.5,0,Rainy,0,2.6,Winter,0,47.1
2025-03-15,SKU-002,Snacks,North,42.0,35.0,53.6,3.2,0,Rainy,0,3.3,Winter,0,36.1
2025-03-15,SKU-003,Dairy,South,34.0,16.6,35.1,4.0,0,Sunny,0,4.1,Winter,0,17.0
2025-03-16,SKU-001,Beverages,South,84.8,41.3,79.4,2.5,0,Sunny,0,2.6,Winter,0,43.8
2025-03-16,SKU-002,Snacks,South,50.9,26.4,56.4,3.2,0,Sunny,0,3.3,Winter,0,24.8
2025-03-16,SKU-003,Dairy,North,31.8,11.9,35.2,4.0,0,Rainy,0,4.1,Winter,0,14.5
2025-03-17,SKU-001,Beverages,South,69.2,43.0,74.5,2.5,0,Cloudy,0,2.6,Winter,0,41.8
2025-03-17,SKU-002,Snacks,South,31.0,32.3,48.5,3.2,0,Cloudy,0,3.3,Winter,0,34.8
2025-03-17,SKU-003,Dairy,North,22.1,19.6,30.8,4.0,0,Rainy,0,4.1,Winter,0,18.1
2025-03-18,SKU-001,Beverages,South,68.5,45.3,80.1,2.5,0,Sunny,0,2.6,Winter,0,44.6
2025-03-18,SKU-002,Snacks,South,43.3,24.1,46.4,3.2,0,Sunny,0,3.3,Winter,0,25.8
2025-03-18,SKU-003,Dairy,North,34.4,12.8,28.4,4.0,0,Cloudy,0,4.1,Winter,0,16.0
2025-03-19,SKU-001,Beverages,North,63.7,60.7,73.1,2.25,10,Sunny,1,2.6,Winter,0,59.8
2025-03-19,SKU-002,Snacks,South,39.1,33.2,52.9,3.2,0,Cloudy,0,3.3,Winter,0,32.0
